Year,YearCode,Country Name,Country Code,"Health expenditure per capita, PPP (constant 2005 international $)","GDP per capita, PPP (constant 2005 international $)",GDP growth (annual %),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)","Population, total"
2004,YR2004,New Zealand,NZL,1967.667946,24797.90067,3.512031283,79.54878049,5.5,6.8,4087500
2004,YR2004,Nicaragua,NIC,174.4941981,2926.441308,5.31217049,71.53978049,29,35.3,5386299
2004,YR2004,Niger,NER,21.72150154,596.6623862,0.1,51.04356098,83.8,177,12708897
2004,YR2004,Nigeria,NGA,114.6133906,1706.687704,10.6,48.47260976,98.7,162,135999250
2004,YR2004,Northern Mariana Islands,MNP,,,,,,,66143
2004,YR2004,Norway,NOR,4077.19378,46741.64556,3.961030511,79.84146341,3.3,4.2,4591910
2004,YR2004,Oman,OMN,740.498448,19955.80703,3.4,73.85517073,12.9,15.6,2464001
2004,YR2004,Pakistan,PAK,56.0517346,2036.920155,7.368571358,63.92080488,69.5,86.2,155151394
2004,YR2004,Palau,PLW,1416.565449,17791.95577,4.783862966,,17.7,22.3,19805
2004,YR2004,Panama,PAN,681.1571315,8383.28786,7.52208031,74.95426829,19.4,23.3,3303335
2004,YR2004,Papua New Guinea,PNG,82.3889195,1845.776545,2.721175459,60.19253659,50.6,66.4,5948461
2004,YR2004,Paraguay,PRY,255.2212595,4544.481473,4.057418362,71.03856098,24.9,29.9,5793330
2004,YR2004,Peru,PER,255.6402582,6012.601479,4.976731272,72.12868293,22.9,29.5,27403845
2004,YR2004,Philippines,PHL,91.62384826,2957.175166,6.697636426,67.31395122,25.8,33.2,84231329
2004,YR2004,Poland,POL,807.1229324,13297.13925,5.344799776,74.84634146,6.8,7.900001,38182222
2004,YR2004,Portugal,PRT,1995.046017,21300.42179,1.560331573,77.67073171,4.1,5.2,10501970
2004,YR2004,Puerto Rico,PRI,,,1.987051662,78.17585366,,,3826878
2004,YR2004,Qatar,QAT,2977.118586,73624.41876,20.84316413,77.06360976,8.8,10.5,720383
2004,YR2004,Romania,ROM,479.0778115,8965.495865,8.399991706,71.59427561,19.2,21.9,21684890
2004,YR2004,Russian Federation,RUS,530.0717415,11088.16108,7.175949193,65.42121951,14.4,17.4,143849574.2
2004,YR2004,Rwanda,RWA,47.2856044,766.5098287,6.946390384,51.39641463,74.8,120.5,9254379
2004,YR2004,Samoa,WSM,175.9528594,3708.290729,4.792060249,70.73239024,18.1,21.2,178794
2004,YR2004,San Marino,SMR,3099.483967,,4.611650485,81.72195122,3.1,3.5,29290
2004,YR2004,Sao Tome and Principe,STP,157.8609261,1410.185857,4.548204699,63.01092683,59,90.2,150842
2004,YR2004,Saudi Arabia,SAU,716.0290362,19495.87711,5.26691709,72.41512195,13.2,15.4,23839231
2004,YR2004,Senegal,SEN,90.07423127,1573.814285,5.900528498,57.02917073,58.6,103.7,10967568
2004,YR2004,Serbia,SRB,675.3836083,8056.462373,9.3,72.58292683,8.5,9.8,7463157
2004,YR2004,Seychelles,SYC,836.4761617,16634.41927,-2.477945515,72.6097561,11.6,13.7,82500
2004,YR2004,Sierra Leone,SLE,94.32846582,851.7108513,6.417536687,43.36860976,135.6,219.5,4928175
2004,YR2004,Singapore,SGP,1426.57164,43264.6342,9.159096357,79.4902439,2.4,3.1,4166700
2004,YR2004,Sint Maarten (Dutch part),SXM,,,,,,,35318
2004,YR2004,Slovak Republic,SVK,1056.677894,15178.38465,5.057804227,73.95853659,8.7,10.2,5382438
2004,YR2004,Slovenia,SVN,1856.907119,22610.2203,4.401806921,77.20731707,3.7,4.5,1997012
2004,YR2004,Solomon Islands,SLB,110.54375,2017.625291,4.898370946,65.04953659,22.6,26.9,457827
2004,YR2004,Somalia,SOM,,,,49.67358537,108.3,180,8249965
2004,YR2004,South Africa,ZAF,703.4979687,8259.298685,4.554543404,51.4252439,52.5,79.1,46664771
2004,YR2004,South Sudan,SSD,,,,,90.4,146.6,7730180
2004,YR2004,Spain,ESP,2135.108542,26881.96717,3.259301069,79.87073171,4.9,5.8,42691689
2004,YR2004,Sri Lanka,LKA,137.2126862,3377.572065,5.445061279,73.66514634,14,16.3,19435000
2004,YR2004,St. Kitts and Nevis,KNA,516.0532325,14515.75291,4.358030063,,9.7,12.3,48421
2004,YR2004,St. Lucia,LCA,531.9393323,9448.093385,8.396609621,73.24292683,14.5,17.1,163460
2004,YR2004,St. Martin (French part),MAF,,,,,,,27514
2004,YR2004,St. Vincent and the Grenadines,VCT,312.5848237,8654.734646,4.16102162,70.91670732,19,21.5,108562
2004,YR2004,Sudan,SDN,61.3422319,1465.532682,5.113725086,59.16478049,62.7,96.9,30778572
2004,YR2004,Suriname,SUR,394.8870526,5930.72486,9.25603245,68.56956098,31.2,35.7,493394
2004,YR2004,Swaziland,SWZ,253.2280471,4448.740796,2.906684386,45.74697561,82.3,127.1,1094758
2004,YR2004,Sweden,SWE,2953.033762,31828.02254,4.23486171,80.49756098,3,3.7,8993531
2004,YR2004,Switzerland,CHE,3901.40248,36224.89563,2.421136056,81.08780488,4.4,5.2,7389625
2004,YR2004,Syrian Arab Republic,SYR,173.2048778,4070.076216,6.9,74.75485366,16.8,19.7,17676012
2004,YR2004,Tajikistan,TJK,57.07076389,1361.619617,10.3,65.22953659,66.4,82,6663929
2004,YR2004,Tanzania,TZA,33.14406277,1024.52172,7.828298381,52.61160976,65.1,103.6,37765139
2004,YR2004,Thailand,THA,219.1195534,6538.862524,6.344073496,73.05295122,13.7,15.9,65087400
2004,YR2004,Timor-Leste,TMP,99.23013959,942.5479178,4.156393096,59.08226829,68.5,84.8,966987
2004,YR2004,Togo,TGO,49.44823625,849.8067577,2.119065323,55.20836585,76.6,121.2,5397851
2004,YR2004,Tonga,TON,196.0930485,4147.711292,0.988947139,71.32026829,15.4,17.9,100319
2004,YR2004,Trinidad and Tobago,TTO,920.4335345,19332.48592,7.9,68.44331707,26.8,30.4,1290379
2004,YR2004,Tunisia,TUN,384.2523786,6971.969308,6.106070459,73.30243902,20.1,23.7,9932400
2004,YR2004,Turkey,TUR,545.8271238,10781.45931,9.362808855,71.64804878,20.5,26,66845635
2004,YR2004,Turkmenistan,TKM,151.0681144,4258.233384,5.000407297,64.34692683,53.1,63.8,4696876
2004,YR2004,Turks and Caicos Islands,TCA,,,,,,,25025
2004,YR2004,Tuvalu,TUV,393.8162435,,-1.352247414,,30.8,37.7,9646
2004,YR2004,Uganda,UGA,67.5443933,877.3187786,6.807233344,49.2575122,74.7,120.1,27766986
2004,YR2004,Ukraine,UKR,346.518487,5396.917319,12.1,68.18536585,13.1,15.2,47451600
2004,YR2004,United Arab Emirates,ARE,1071.612199,70916.20389,9.566436643,75.46397561,8.4,9.8,3658658
2004,YR2004,United Kingdom,GBR,2541.168131,32258.94126,2.908125006,78.74634146,5.2,6.1,59867866
2004,YR2004,United States,USA,6349.208028,41629.71122,3.479774184,77.33902439,6.9,8.1,292805298
2004,YR2004,Uruguay,URY,738.1507064,8961.524416,5.004160357,75.21634146,12.7,14.7,3323822
2004,YR2004,Uzbekistan,UZB,93.4000753,1891.943619,7.7,67.17204878,47.1,55.8,25864350
2004,YR2004,Vanuatu,VUT,115.5275032,3452.870191,3.984754831,68.99356098,16.2,18.9,204135
2004,YR2004,"Venezuela, RB",VEN,492.1771216,9104.377211,18.28660669,72.97780488,16.4,19.2,26261326
2004,YR2004,Vietnam,VNM,106.9319383,2016.416695,7.789604542,73.43178049,22.8,28.8,81437700
2004,YR2004,Virgin Islands (U.S.),VIR,,,,78.38813008,,,107950
2004,YR2004,West Bank and Gaza,WBG,,,6.239338482,71.58558537,23.7,27.1,3236626
2004,YR2004,"Yemen, Rep.",YEM,116.5398501,2229.523521,3.972696389,62.09543902,65.8,90.3,19612696
2004,YR2004,Zambia,ZMB,72.02545464,1127.190639,5.403620789,43.55495122,79.7,133.3,11174650
2004,YR2004,Zimbabwe,ZWE,,,-5.807537741,43.33697561,57.2,97.7,12693047
2003,YR2003,Afghanistan,AFG,16.88564681,792.4715512,8.444163231,46.09243902,88.4,125.9,23116142
2003,YR2003,Albania,ALB,325.8442612,5296.792545,5.7,75.54202439,19.8,22.2,3239385
2003,YR2003,Algeria,DZA,234.9890533,6460.97285,6.900001663,71.059,34.8,40.7,33003442
2003,YR2003,American Samoa,ASM,,,,,,,59117
2003,YR2003,Andorra,ADO,2225.25539,,6.754385451,,3.6,4.4,75643
2003,YR2003,Angola,AGO,105.3307576,2728.012543,3.308277922,47.39336585,112.1,187.1,15421075
2003,YR2003,Antigua and Barbuda,ATG,700.8465077,16929.47933,6.584219881,,10.6,12.4,80904
2003,YR2003,Argentina,ARG,716.5140185,9271.203755,8.837040783,74.34429268,16.4,18.4,37970411
2003,YR2003,Armenia,ARM,170.904104,3288.797002,14.04079506,72.27839024,22.8,25.7,3036032
2003,YR2003,Aruba,ABW,,,7.519472373,73.966,,,97015
2003,YR2003,Australia,AUS,2657.977146,31025.47335,3.150902992,80.23902439,4.9,5.9,19895400
2003,YR2003,Austria,AUT,3226.932624,32428.53067,0.865919445,78.63170732,4.3,5.2,8121423
2003,YR2003,Azerbaijan,AZE,199.7850224,3289.675898,11.2,67.99431707,51,61,8234100
2003,YR2003,"Bahamas, The",BHS,1628.633521,30264.61687,-1.264744629,72.73717073,13.6,16.4,315624
2003,YR2003,Bahrain,BHR,1014.282913,23147.73696,7.2,74.15529268,10.1,11.7,772058
2003,YR2003,Bangladesh,BGD,30.4397314,1044.700184,5.255994272,66.10985366,54,71.7,139185986
2003,YR2003,Barbados,BRB,915.4747275,16770.68768,2.007990962,75.70529268,15.6,17.7,270844
2003,YR2003,Belarus,BLR,428.1329055,6986.997005,7.043192675,68.55365854,8.6,11,9797000
2003,YR2003,Belgium,BEL,3027.755289,30934.96693,0.806920433,78.12926829,4.2,5.2,10376133
2003,YR2003,Belize,BLZ,272.015949,6553.797105,9.321356964,74.01365854,19.7,23.2,258346
2003,YR2003,Benin,BEN,59.05197538,1287.423094,3.882508341,53.3014878,81,129.5,7665681
2003,YR2003,Bermuda,BMU,,,3.410706204,,,,63325
2003,YR2003,Bhutan,BTN,151.6892767,3281.461581,7.664333953,63.73160976,57.8,77.7,616383
2003,YR2003,Bolivia,BOL,188.6515596,3517.552329,2.711339832,64.0275122,52.9,71.1,9016787
2003,YR2003,Bosnia and Herzegovina,BIH,430.6109272,5524.060353,4,74.63487805,7.6,8.8,3895779
2003,YR2003,Botswana,BWA,585.4010366,10967.01849,6.275074843,49.32734146,42.1,72.1,1832602
2003,YR2003,Brazil,BRA,528.4267832,7984.971606,1.146749064,70.99614634,25.7,29.1,181752951
2003,YR2003,Brunei Darussalam,BRN,1450.677179,49233.07884,2.903955035,76.88080488,6.8,8.9,353649
2003,YR2003,Bulgaria,BGR,624.1282944,8548.066099,5.5,72.06585366,15.4,17.9,7823557
2003,YR2003,Burkina Faso,BFA,49.13535655,1001.327935,7.802493891,51.43236585,90.7,171.1,12659086
2003,YR2003,Burundi,BDI,25.52799154,458.5360667,-1.223727958,47.02156098,96.7,158.3,7264340
2003,YR2003,Cambodia,KHM,85.52942043,1246.271038,8.505898789,58.88943902,63.59999,80.8,12934369
2003,YR2003,Cameroon,CMR,91.58258738,1907.762301,4.030993315,49.43556098,84.9,137.5,17223277
2003,YR2003,Canada,CAN,3058.085377,33639.97767,1.88107433,79.83902439,5.3,6.1,31676000
2003,YR2003,Cape Verde,CPV,113.6719046,2395.671637,4.683227309,71.06763415,27.1,32.8,466939
2003,YR2003,Cayman Islands,CYM,,,,,,,46032
2003,YR2003,Central African Republic,CAF,27.60140808,681.6950031,-7.1,43.67219512,111.7,170.7,3829636
2003,YR2003,Chad,TCD,50.97253342,920.9622537,14.72166701,48.03597561,103,183.5,9311234
2003,YR2003,Channel Islands,CHI,,,-3.202156942,78.32382927,,,152039
2003,YR2003,Chile,CHL,755.5830342,11655.36685,3.956748481,77.85117073,8.2,9.7,15995658
2003,YR2003,China,CHN,153.5881384,3397.628437,10,71.76487805,23.5,28.1,1288400000
2003,YR2003,Colombia,COL,379.7748886,6807.835407,3.918271904,71.78821951,19.4,22.8,41872051
2003,YR2003,Comoros,COM,37.60182847,1141.114773,2.474617737,58.53165854,68,93.8,570491
2003,YR2003,"Congo, Dem. Rep.",ZAR,12.24811705,271.4318809,5.791301324,46.5412439,117.3,181.4,50972323
2003,YR2003,"Congo, Rep.",COG,78.19355877,3185.452531,0.813264075,54.52965854,67.9,106,3363418
2003,YR2003,Costa Rica,CRI,650.563976,8461.542924,6.404510132,78.28558537,9.6,11.3,4171145
2003,YR2003,Cote d'Ivoire,CIV,59.33962718,1722.560157,-1.555364663,50.73282927,91.1,132.6,16909801
2003,YR2003,Croatia,HRV,864.2732448,14126.10638,5.37106763,74.61390244,6.3,7.4,4440000
2003,YR2003,Cuba,CUB,177.0851738,,3.791364597,77.08082927,5.7,7.4,11245926
2003,YR2003,Curacao,CUW,,,,,,,130006
2003,YR2003,Cyprus,CYP,1471.94712,23630.27024,1.934070122,78.33019512,4.3,5.5,998142
2003,YR2003,Czech Republic,CZE,1338.504179,19070.48392,3.766174432,75.17073171,4.8,5.7,10207362
2003,YR2003,Denmark,DNK,2893.67277,31843.16711,0.383831163,77.14390244,4.4,5.2,5390574
2003,YR2003,Djibouti,DJI,105.2650939,1838.645277,3.199959328,54.78939024,79.7,100.7,755085
2003,YR2003,Dominica,DMA,409.4916266,8756.402104,7.392318743,,12.1,13.9,70058
2003,YR2003,Dominican Republic,DOM,362.3853269,5886.45239,-0.253358805,71.64060976,28.1,34.1,9071318
2003,YR2003,Ecuador,ECU,422.4318157,6490.953791,2.722877337,74.2992439,25.5,30.5,13279806
2003,YR2003,"Egypt, Arab Rep.",EGY,227.1137888,4413.161617,3.193517698,70.69156098,29.7,36.3,69432477
2003,YR2003,El Salvador,SLV,374.719521,5424.939413,2.30003827,70.29997561,22.8,27.2,6029366
2003,YR2003,Equatorial Guinea,GNQ,396.7752367,17513.0808,13.95525032,48.98892683,92.5,142.7,568552
2003,YR2003,Eritrea,ERI,18.84645258,574.6028763,-2.655515364,57.65392683,58.1,88.7,4472533
2003,YR2003,Estonia,EST,667.6819395,14216.53178,7.765386713,71.31707317,6.7,8.5,1353557
2003,YR2003,Ethiopia,ETH,24.2912533,516.6824841,-2.161082482,53.618,74.7,118.2,71989666
2003,YR2003,Faeroe Islands,FRO,,,,79.29268293,,,48308
2003,YR2003,Fiji,FJI,127.5984493,4103.745209,1,68.16026829,17.7,20.7,817224
2003,YR2003,Finland,FIN,2250.996282,28837.69085,2.012433367,78.36829268,3.2,3.9,5213014
2003,YR2003,France,FRA,2983.237554,28629.60357,0.89950441,79.26341463,4,4.9,62242474
2003,YR2003,French Polynesia,PYF,,,,73.42229268,,,248536
2003,YR2003,Gabon,GAB,407.8483162,12984.93508,2.475192183,59.4837561,57.9,79.3,1315820
2003,YR2003,"Gambia, The",GMB,62.75032787,1649.726759,6.87,56.06556098,64.2,121.6,1348548
2003,YR2003,Georgia,GEO,237.242606,3135.335086,11.05810101,72.27582927,25.4,28.7,4328900
2003,YR2003,Germany,DEU,3095.94344,30524.27883,-0.375443937,78.3804878,4.1,5,82534176
2003,YR2003,Ghana,GHA,51.77492691,1151.419206,5.2,59.78573171,60.2,92.4,20301686
2003,YR2003,Greece,GRC,2027.797234,22975.79172,5.94337579,78.84146341,5.5,6.3,11023514
2003,YR2003,Greenland,GRL,,,-0.3796267,,,,56765
2003,YR2003,Grenada,GRD,564.8811843,8999.643418,9.639917293,74.29895122,12.3,14.9,102369
2003,YR2003,Guam,GUM,,,,74.74112195,,,157823
2003,YR2003,Guatemala,GTM,240.4785683,4019.996331,2.530837955,69.04212195,33.1,42.5,12062835
2003,YR2003,Guinea,GIN,33.14470163,904.7512172,1.24860126,49.97373171,97.4,159.6,9204581
2003,YR2003,Guinea-Bissau,GNB,53.25352942,981.4022079,-4.938342536,45.63978049,107.2,178.1,1360559
2003,YR2003,Guyana,GUY,132.00893,2479.99344,-1.005255282,66.13687805,36.2,45.3,753612
2003,YR2003,Haiti,HTI,53.70955001,1082.45418,0.362430598,59.14178049,66.9,92.1,8996229
2003,YR2003,Honduras,HND,236.389838,3018.795171,4.547036046,71.00346341,25.5,30.7,6628171
2003,YR2003,"Hong Kong SAR, China",HKG,,31599.26984,3.056303656,81.32926829,,,6730800
2003,YR2003,Hungary,HUN,1314.800839,15514.53226,3.850423627,72.3,8,9.3,10129552
2003,YR2003,Iceland,ISL,3267.24515,30924.23038,2.434412907,80.96341463,2.5,3.4,289521
2003,YR2003,India,IND,78.09449727,1953.11449,7.943994585,62.67095122,59,79.6,1093786762
2003,YR2003,Indonesia,IDN,68.30049614,2911.917648,4.780369122,66.51653659,33.8,46,218145617
2003,YR2003,"Iran, Islamic Rep.",IRN,484.9742072,8539.275186,7.114681217,70.70739024,30.3,37,68543171
2003,YR2003,Iraq,IRQ,74.52622644,2184.86451,-41.3,69.52609756,33.5,41.5,25959531
2003,YR2003,Ireland,IRL,2539.832376,36545.93378,3.88464776,77.91756098,5,5.9,3996521
2003,YR2003,Isle of Man,IMY,,,6.327778883,,,,79001
2003,YR2003,Israel,ISR,1754.530654,21975.8204,1.512184791,79.64878049,4.9,6.1,6689700
2003,YR2003,Italy,ITA,2265.003048,28021.54093,-0.046578301,79.93170732,4.1,4.8,57604658
2003,YR2003,Jamaica,JAM,304.1149233,,,70.98219512,19.9,23.4,2625700
2003,YR2003,Japan,JPN,2233.918889,29369.48615,1.685111722,81.76,2.9,4,127718000
2003,YR2003,Jordan,JOR,342.9515514,3869.824311,4.178074828,72.42036585,22.1,25.7,5164000
2003,YR2003,Kazakhstan,KAZ,254.8855358,7350.814011,9.3,65.86585366,33,37.9,14909019
2003,YR2003,Kenya,KEN,53.35193011,1270.55483,2.932475546,52.1272439,63.7,101.9,33905011
2003,YR2003,Kiribati,KIR,217.3713663,2423.368364,4.502441316,,46.1,59.6,87371
2003,YR2003,"Korea, Dem. Rep.",PRK,,,,67.40558537,28.7,36.1,23449180
2003,YR2003,"Korea, Rep.",KOR,1045.545104,21070.52959,2.802775924,77.2602439,4.7,5.5,47859000
2003,YR2003,Kosovo,KSV,,,5.42004473,68.1895122,,,1703466
2003,YR2003,Kuwait,KWT,1060.568036,42817.33442,17.32,73.97382927,10.2,12.2,2116353
2003,YR2003,Kyrgyz Republic,KGZ,84.86432328,1649.266553,7.030296039,68.25609756,36.1,41.8,5043300
2003,YR2003,Lao PDR,LAO,70.97103007,1523.759062,6.066996905,63.19231707,51.3,67.6,5619069
2003,YR2003,Latvia,LVA,651.0812211,10733.25494,7.195939332,71.26585366,11.8,14.2,2325342
2003,YR2003,Lebanon,LBN,704.9855186,9707.090831,3.23739038,71.12934146,13.4,15.6,3690110
2003,YR2003,Lesotho,LSO,77.85974366,1249.939729,4.691154962,44.3637561,82.9,120.3,1898757
2003,YR2003,Liberia,LBR,11.28709871,339.0337158,-32.8321115,49.62592683,93.7,134.3,3124222
2003,YR2003,Libya,LBY,510.4630669,12997.25441,13,73.18956098,18.9,23.6,5422612
2003,YR2003,Liechtenstein,LIE,,,-1.937564593,,3.9,4.5,34141
2003,YR2003,Lithuania,LTU,783.8766363,12126.23735,10.24668332,72.06097561,8.3,10.3,3454205
2003,YR2003,Luxembourg,LUX,4654.009363,64027.13548,1.665492139,77.72682927,3.4,4.4,451630
2003,YR2003,"Macao SAR, China",MAC,,28877.87896,12.58593931,79.16621951,,,450711
2003,YR2003,"Macedonia, FYR",MKD,597.5473354,7062.320488,2.816485134,73.40997561,12.6,14.3,2080866
2003,YR2003,Madagascar,MDG,27.81151879,818.2858025,9.784892122,62.45731707,58.9,90.1,17245275
2003,YR2003,Malawi,MWI,37.58353367,626.5451814,5.5,47.30863415,86.2,142.6,12238739
2003,YR2003,Malaysia,MYS,423.3717969,11197.76767,5.788499281,72.65790244,8,9.3,24890654
2003,YR2003,Maldives,MDV,306.8284259,5286.769014,14.15338851,73.02441463,27.1,33.9,287594
2003,YR2003,Mali,MLI,49.45248688,958.3509401,7.441394997,48.20758537,109.2,203,11219737
2003,YR2003,Malta,MLT,1654.050664,20646.5872,0.132087471,78.35121951,6,7.2,398582
2003,YR2003,Marshall Islands,MHL,283.3209026,,0.170064959,,28,33.9,52115
2003,YR2003,Mauritania,MRT,70.05831357,1717.218296,5.978728459,57.13292683,77.3,116.4,2965667
2003,YR2003,Mauritius,MUS,363.1594016,9646.421295,3.656856417,72.12130081,14,16.4,1222811
2003,YR2003,Mexico,MEX,629.2018594,11187.05655,1.35152863,75.00473171,20.4,24.5,108056312
2003,YR2003,"Micronesia, Fed. Sts.",FSM,279.5904795,3161.95868,1.825855097,67.61714634,37.1,46.6,106816
2003,YR2003,Moldova,MDA,159.4350331,2035.543771,6.6,67.46246341,18,21.1,3612869
2003,YR2003,Monaco,MCO,3705.110352,,1.087535488,,3.8,4.7,32968
2003,YR2003,Mongolia,MNG,152.6171409,2488.804629,7.004634575,64.88243902,41,52.2,2468595
2003,YR2003,Montenegro,MNE,650.1922841,7737.200466,2.5,74.28290244,9.8,10.9,613448
2003,YR2003,Morocco,MAR,166.4547329,3344.914106,6.316967049,69.7672439,39.4,46.5,29586937
2003,YR2003,Mozambique,MOZ,35.89867066,591.9688547,6.023730146,47.66212195,102.7,152.1,19873460
2003,YR2003,Myanmar,MMR,19.96308852,,13.84399505,62.46682927,57.4,77.1,49577152
2003,YR2003,Namibia,NAM,287.6400347,4747.422739,4.239333114,57.38895122,47.6,74.8,1981237
2003,YR2003,Nepal,NPL,47.08868218,979.4714366,3.945037767,63.98029268,54.5,71.6,24525527
2003,YR2003,Netherlands,NLD,3098.495051,33844.06201,0.335603995,78.49268293,4.8,5.8,16225302
2003,YR2003,New Caledonia,NCL,,,,75.27073171,,,225735
2003,YR2003,New Zealand,NZL,1841.005404,24315.24514,3.891440853,79.14634146,5.7,6.9,4027200
2003,YR2003,Nicaragua,NIC,162.9644236,2814.578351,2.520732925,71.08558537,30.2,36.9,5317878
2003,YR2003,Niger,NER,20.75429715,618.191671,5.3,50.38226829,86.7,185.7,12254040
2003,YR2003,Nigeria,NGA,112.0237837,1583.270921,10.3,47.91636585,102.1,168.3,132550146
2003,YR2003,Northern Mariana Islands,MNP,,,,,,,67562
2003,YR2003,Norway,NOR,3834.704222,45227.21051,0.980879421,79.3902439,3.4,4.3,4564855
2003,YR2003,Oman,OMN,755.5558479,19904.51001,0.3,74.07307317,13.9,17,2389121
2003,YR2003,Pakistan,PAK,51.90929752,1931.126083,4.846320936,63.73885366,71.2,88.6,152419974
2003,YR2003,Palau,PLW,1217.657675,17070.17234,1.294753322,,18.2,22.8,19700
2003,YR2003,Panama,PAN,589.9105633,7947.242025,4.205763358,74.78,19.8,23.9,3240805
2003,YR2003,Papua New Guinea,PNG,70.83922483,1841.825958,2.164102123,59.82531707,51.6,68,5803302
2003,YR2003,Paraguay,PRY,258.0481771,4452.578425,4.320745486,70.80980488,25.6,30.8,5682350
2003,YR2003,Peru,PER,247.6470387,5797.478342,4.03227906,71.75939024,24.4,31.6,27073334
2003,YR2003,Philippines,PHL,86.71714959,2826.124213,4.970363732,67.18936585,26.6,34.5,82604681
2003,YR2003,Poland,POL,748.187316,12615.1087,3.867159384,74.59756098,7,8.2,38204570
2003,YR2003,Portugal,PRT,1893.742839,21095.49164,-0.911116128,77.2195122,4.3,5.6,10441075
2003,YR2003,Puerto Rico,PRI,,,2.341031888,78.07121951,,,3826095
2003,YR2003,Qatar,QAT,3007.118948,66475.67104,3.490072229,76.87639024,9.2,11,660238
2003,YR2003,Romania,ROM,409.4640147,8249.023446,5.199998217,71.3097561,20.3,23.3,21742013
2003,YR2003,Russian Federation,RUS,518.0413087,10292.10332,7.295854331,65.00756098,15.2,18.3,144599446.7
2003,YR2003,Rwanda,RWA,44.40287289,726.7925498,1.451335378,50.44909756,82.5,134.2,9126167
2003,YR2003,Samoa,WSM,171.0839564,3560.960239,4.763860231,70.43960976,18.3,21.5,177677
2003,YR2003,San Marino,SMR,2941.241635,,3.909205549,81.2195122,3.5,3.9,28700
2003,YR2003,Sao Tome and Principe,STP,154.2069425,1379.820376,6.735405236,62.82960976,59.4,91,147455
2003,YR2003,Saudi Arabia,SAU,748.8445052,19320.24247,7.65907954,72.17102439,14.3,16.6,22852333
2003,YR2003,Senegal,SEN,80.46030546,1527.064611,6.661263304,56.70741463,60.7,110.3,10673535
2003,YR2003,Serbia,SRB,609.9031174,7353.784325,2.674531082,72.43658537,9,10.5,7480591
2003,YR2003,Seychelles,SYC,791.1567077,16995.2835,-6.326278387,71.02926829,11.5,13.7,82800
2003,YR2003,Sierra Leone,SLE,53.61543027,836.930702,9.382384967,42.43078049,138.3,225.3,4712763
2003,YR2003,Singapore,SGP,1463.421566,40134.38438,4.580253068,79.03902439,2.5,3.2,4114800
2003,YR2003,Sint Maarten (Dutch part),SXM,,,,,,,33791
2003,YR2003,Slovak Republic,SVK,791.2763164,14455.25378,4.775027032,73.60487805,9,10.5,5379607
2003,YR2003,Slovenia,SVN,1772.656581,21670.80352,2.930049469,76.85853659,3.9,4.8,1995733
2003,YR2003,Solomon Islands,SLB,112.0133564,1972.932499,6.5,64.56721951,23.3,27.8,446335
2003,YR2003,Somalia,SOM,,,,49.43629268,108.3,180,8037706
2003,YR2003,South Africa,ZAF,642.2115481,7993.428939,2.949074425,52.01343902,53.2,79.3,46116494
2003,YR2003,South Sudan,SSD,,,,,92.7,150.8,7449905
2003,YR2003,Spain,ESP,2025.573694,26459.34904,3.089441597,79.6195122,5.1,6,42004522
2003,YR2003,Sri Lanka,LKA,118.6460988,3246.929457,5.940269077,73.18156098,14.6,17,19173000
2003,YR2003,St. Kitts and Nevis,KNA,501.9637549,14126.03606,-1.448746951,,10.3,13.3,47679
2003,YR2003,St. Lucia,LCA,487.0919653,8807.501508,4.449025573,73.74146341,14.7,17.4,161766
2003,YR2003,St. Martin (French part),MAF,,,,,,,27363
2003,YR2003,St. Vincent and the Grenadines,VCT,299.8205594,8325.022605,7.584940725,70.74792683,18.8,21.7,108353
2003,YR2003,Sudan,SDN,56.29995447,1434.652325,7.144825385,58.71192683,63.59999,98.5,29973979
2003,YR2003,Suriname,SUR,344.857306,5501.053594,6.010155091,68.3342439,31.9,36.6,486867
2003,YR2003,Swaziland,SWZ,236.5328233,4350.218699,2.240094011,45.96173171,81.8,125,1087929
2003,YR2003,Sweden,SWE,2832.127439,30655.24124,2.335701803,80.09512195,3.1,3.8,8958229
2003,YR2003,Switzerland,CHE,3744.246443,35612.54468,0.021085753,80.53658537,4.5,5.3,7339001
2003,YR2003,Syrian Arab Republic,SYR,185.3237721,3890.462926,0.6,74.57826829,17.4,20.4,17298476
2003,YR2003,Tajikistan,TJK,52.51806939,1259.863438,11,64.8474878,68.6,85,6529609
2003,YR2003,Tanzania,TZA,33.43683677,976.0487073,6.886226532,51.93539024,68.2,109.1,36760831
2003,YR2003,Thailand,THA,206.4443055,6205.898294,7.139975323,72.91546341,14.3,16.6,64488338
2003,YR2003,Timor-Leste,TMP,90.46962442,937.5291273,0.105782793,58.46553659,72.5,90.5,933369
2003,YR2003,Togo,TGO,45.61413925,854.1510994,4.954397657,55.12656098,77,122.8,5258956
2003,YR2003,Tonga,TON,201.0399478,4132.966798,2.156545334,71.17980488,15.8,18.4,99691
2003,YR2003,Trinidad and Tobago,TTO,823.7668068,18007.90414,14.43354266,68.33304878,27.2,30.9,1283868
2003,YR2003,Tunisia,TUN,339.1192176,6632.590209,5.552226447,73.05121951,21.2,25.1,9839800
2003,YR2003,Turkey,TUR,469.2976823,9994.093997,5.265264614,71.16831707,22.3,28.2,65938265
